boundary_id,owner,file,mechanism,reviewed_line,trigger,reactive_reads,isolation,catch_behavior,generation_guard,failure_behavior,category,routing,callback_contract,reactive_consumer,restore_specific
modules/Data Wizard/file_loader/datawizard_file_loader_interactive.R::tryCatch finally::2,Data Wizard / file_loader,modules/Data Wizard/file_loader/datawizard_file_loader_interactive.R,tryCatch finally,518,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Data Wizard/file_loader/datawizard_file_loader_interactive.R::tryCatch finally::3,Data Wizard / file_loader,modules/Data Wizard/file_loader/datawizard_file_loader_interactive.R,tryCatch finally,628,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Data Wizard/file_loader/datawizard_file_loader_interactive.R::tryCatch finally::4,Data Wizard / file_loader,modules/Data Wizard/file_loader/datawizard_file_loader_interactive.R,tryCatch finally,753,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Data Wizard/file_loader/datawizard_file_loader_restore.R::onFlushed::1,Data Wizard / file_loader,modules/Data Wizard/file_loader/datawizard_file_loader_restore.R,onFlushed,146,post-flush scheduling,Direct: callback arguments/captured state; transitive: callback body and invoked restore helpers,Callback body must use isolate() or approved restore callback runner for reactive reads,Local tryCatch/approved callback runner where present; otherwise Shiny/later logs error,Restore generation/job token where owned; otherwise latest state/session lifetime,No-op when stale; caught failures log/settle the restore job; uncaught failures abort that callback,1,reviewed raw boundary,shared restore callback runner,no,yes
modules/Data Wizard/filtering/datawizard_filtering_observers.R::onFlushed::1,Data Wizard / filtering,modules/Data Wizard/filtering/datawizard_filtering_observers.R,onFlushed,226,post-flush scheduling,Direct: callback arguments/captured state; transitive: callback body and invoked restore helpers,Callback body must use isolate() or approved restore callback runner for reactive reads,Local tryCatch/approved callback runner where present; otherwise Shiny/later logs error,Restore generation/job token where owned; otherwise latest state/session lifetime,No-op when stale; caught failures log/settle the restore job; uncaught failures abort that callback,1,reviewed raw boundary,documented captured-values-only implementation,no,yes
modules/Data Wizard/filtering/datawizard_filtering_state.R::debounce::1,Data Wizard / filtering,modules/Data Wizard/filtering/datawizard_filtering_state.R,debounce,143,source reactive changes after coalescing interval,Direct: source reactive; transitive: source input/state dependencies,Reactive consumer by construction,Shiny reactive error propagation,Latest debounced/throttled source value,Consumer invalidates/errors without imperative replay,2,reviewed raw boundary,not applicable: reactive consumer,yes,no
modules/Data Wizard/imputation/datawizard_imputation_observers_api.R::cleanup registration::1,Data Wizard / imputation,modules/Data Wizard/imputation/datawizard_imputation_observers_api.R,cleanup registration,380,central cleanup or session termination,Direct: captured module state/resources; transitive: registered module cleanup,Imperative teardown; reactive reads must be isolated by callback owner,Central cleanup manager catches and logs module errors,Cleanup manager exactly-once flag/session lifetime,Logs failure and continues remaining cleanup callbacks,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Data Wizard/imputation/datawizard_imputation_processing.R::tryCatch finally::1,Data Wizard / imputation,modules/Data Wizard/imputation/datawizard_imputation_processing.R,tryCatch finally,416,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Data Wizard/imputation/datawizard_imputation_state_configuration.R::invalidateLater::1,Data Wizard / imputation,modules/Data Wizard/imputation/datawizard_imputation_state_configuration.R,invalidateLater,246,timer invalidation armed by the enclosing reactive consumer,Direct: session/timer only; transitive: enclosing observe/render/reactive dependencies,Not isolated: intentionally invalidates its reactive consumer,Shiny reactive-domain handling; local tryCatch where shown,Consumer lifetime/token or restore guard in enclosing observer,Consumer stops polling or reports through its enclosing handler,2,reviewed raw boundary,not applicable: reactive consumer,yes,no
modules/Data Wizard/pivot/datawizard_pivot_logic.R::onFlushed::1,Data Wizard / pivot,modules/Data Wizard/pivot/datawizard_pivot_logic.R,onFlushed,743,post-flush scheduling,Direct: callback arguments/captured state; transitive: callback body and invoked restore helpers,Callback body must use isolate() or approved restore callback runner for reactive reads,Local tryCatch/approved callback runner where present; otherwise Shiny/later logs error,Restore generation/job token where owned; otherwise latest state/session lifetime,No-op when stale; caught failures log/settle the restore job; uncaught failures abort that callback,1,reviewed raw boundary,documented captured-values-only implementation,no,yes
modules/Data Wizard/pivot/datawizard_pivot_observer.R::tryCatch finally::1,Data Wizard / pivot,modules/Data Wizard/pivot/datawizard_pivot_observer.R,tryCatch finally,863,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Data Wizard/pivot/datawizard_pivot_observer.R::cleanup registration::1,Data Wizard / pivot,modules/Data Wizard/pivot/datawizard_pivot_observer.R,cleanup registration,887,central cleanup or session termination,Direct: captured module state/resources; transitive: registered module cleanup,Imperative teardown; reactive reads must be isolated by callback owner,Central cleanup manager catches and logs module errors,Cleanup manager exactly-once flag/session lifetime,Logs failure and continues remaining cleanup callbacks,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Data Wizard/tables/datawizard_tables_observer_metadata_editing.R::debounce::1,Data Wizard / tables,modules/Data Wizard/tables/datawizard_tables_observer_metadata_editing.R,debounce,49,source reactive changes after coalescing interval,Direct: source reactive; transitive: source input/state dependencies,Reactive consumer by construction,Shiny reactive error propagation,Latest debounced/throttled source value,Consumer invalidates/errors without imperative replay,2,reviewed raw boundary,not applicable: reactive consumer,yes,no
modules/Data Wizard/tables/datawizard_tables_observer_metadata_hydration.R::onFlushed::1,Data Wizard / tables,modules/Data Wizard/tables/datawizard_tables_observer_metadata_hydration.R,onFlushed,105,post-flush scheduling,Direct: callback arguments/captured state; transitive: callback body and invoked restore helpers,Callback body must use isolate() or approved restore callback runner for reactive reads,Local tryCatch/approved callback runner where present; otherwise Shiny/later logs error,Restore generation/job token where owned; otherwise latest state/session lifetime,No-op when stale; caught failures log/settle the restore job; uncaught failures abort that callback,1,reviewed raw boundary,shared restore callback runner,no,yes
modules/Data Wizard/tables/datawizard_tables_observer_metadata_hydration.R::later::1,Data Wizard / tables,modules/Data Wizard/tables/datawizard_tables_observer_metadata_hydration.R,later,106,later event-loop timer,Direct: callback arguments/captured state; transitive: callback body and invoked restore helpers,Callback body must use isolate() or approved restore callback runner for reactive reads,Local tryCatch/approved callback runner where present; otherwise Shiny/later logs error,Restore generation/job token where owned; otherwise latest state/session lifetime,No-op when stale; caught failures log/settle the restore job; uncaught failures abort that callback,1,reviewed raw boundary,shared restore callback runner,no,yes
modules/Data Wizard/tables/datawizard_tables_observer_mutations.R::on.exit finalizer::1,Data Wizard / tables,modules/Data Wizard/tables/datawizard_tables_observer_mutations.R,on.exit finalizer,59,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Data Wizard/tables/datawizard_tables_observer_mutations.R::on.exit finalizer::2,Data Wizard / tables,modules/Data Wizard/tables/datawizard_tables_observer_mutations.R,on.exit finalizer,178,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/GO/GO_module_hub_annotationhub.R::on.exit finalizer::1,GO,modules/GO/GO_module_hub_annotationhub.R,on.exit finalizer,50,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/GO/GO_module_hub_annotationhub.R::tryCatch finally::1,GO,modules/GO/GO_module_hub_annotationhub.R,tryCatch finally,219,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/GO/GO_module_hub_annotationhub.R::tryCatch finally::2,GO,modules/GO/GO_module_hub_annotationhub.R,tryCatch finally,415,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/GO/GO_module_hub_discovery.R::tryCatch finally::1,GO,modules/GO/GO_module_hub_discovery.R,tryCatch finally,194,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/GO/GO_module_observer_enrichment_cache.R::tryCatch finally::1,GO,modules/GO/GO_module_observer_enrichment_cache.R,tryCatch finally,755,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/GO_module.R::cleanup registration::1,GO,modules/GO_module.R,cleanup registration,223,central cleanup or session termination,Direct: captured module state/resources; transitive: registered module cleanup,Imperative teardown; reactive reads must be isolated by callback owner,Central cleanup manager catches and logs module errors,Cleanup manager exactly-once flag/session lifetime,Logs failure and continues remaining cleanup callbacks,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/GO_module.R::onFlushed::1,GO,modules/GO_module.R,onFlushed,628,post-flush scheduling,Direct: callback arguments/captured state; transitive: callback body and invoked restore helpers,Callback body must use isolate() or approved restore callback runner for reactive reads,Local tryCatch/approved callback runner where present; otherwise Shiny/later logs error,Restore generation/job token where owned; otherwise latest state/session lifetime,No-op when stale; caught failures log/settle the restore job; uncaught failures abort that callback,1,reviewed raw boundary,documented captured-values-only implementation,no,yes
modules/GO_module.R::onFlushed::2,GO,modules/GO_module.R,onFlushed,630,post-flush scheduling,Direct: callback arguments/captured state; transitive: callback body and invoked restore helpers,Callback body must use isolate() or approved restore callback runner for reactive reads,Local tryCatch/approved callback runner where present; otherwise Shiny/later logs error,Restore generation/job token where owned; otherwise latest state/session lifetime,No-op when stale; caught failures log/settle the restore job; uncaught failures abort that callback,1,reviewed raw boundary,documented captured-values-only implementation,no,yes
modules/GSEA/GSEA_module_Gene_Sets.R::on.exit finalizer::1,GSEA,modules/GSEA/GSEA_module_Gene_Sets.R,on.exit finalizer,251,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/GSEA/GSEA_module_observer.R::invalidateLater::1,GSEA,modules/GSEA/GSEA_module_observer.R,invalidateLater,1434,timer invalidation armed by the enclosing reactive consumer,Direct: session/timer only; transitive: enclosing observe/render/reactive dependencies,Not isolated: intentionally invalidates its reactive consumer,Shiny reactive-domain handling; local tryCatch where shown,Consumer lifetime/token or restore guard in enclosing observer,Consumer stops polling or reports through its enclosing handler,2,reviewed raw boundary,not applicable: reactive consumer,yes,no
modules/GSEA/GSEA_module_observer.R::onFlushed::1,GSEA,modules/GSEA/GSEA_module_observer.R,onFlushed,1481,post-flush scheduling,Direct: callback arguments/captured state; transitive: callback body and invoked restore helpers,Callback body must use isolate() or approved restore callback runner for reactive reads,Local tryCatch/approved callback runner where present; otherwise Shiny/later logs error,Restore generation/job token where owned; otherwise latest state/session lifetime,No-op when stale; caught failures log/settle the restore job; uncaught failures abort that callback,1,reviewed raw boundary,shared restore callback runner,no,yes
modules/GSEA/GSEA_module_observer.R::cleanup registration::1,GSEA,modules/GSEA/GSEA_module_observer.R,cleanup registration,1945,central cleanup or session termination,Direct: captured module state/resources; transitive: registered module cleanup,Imperative teardown; reactive reads must be isolated by callback owner,Central cleanup manager catches and logs module errors,Cleanup manager exactly-once flag/session lifetime,Logs failure and continues remaining cleanup callbacks,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/GSEA/GSEA_module_parallelization.R::on.exit finalizer::1,GSEA,modules/GSEA/GSEA_module_parallelization.R,on.exit finalizer,302,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/GSEA_module.R::onFlushed::1,GSEA,modules/GSEA_module.R,onFlushed,474,post-flush scheduling,Direct: callback arguments/captured state; transitive: callback body and invoked restore helpers,Callback body must use isolate() or approved restore callback runner for reactive reads,Local tryCatch/approved callback runner where present; otherwise Shiny/later logs error,Restore generation/job token where owned; otherwise latest state/session lifetime,No-op when stale; caught failures log/settle the restore job; uncaught failures abort that callback,1,reviewed raw boundary,documented captured-values-only implementation,no,yes
modules/GSEA_module.R::onFlushed::2,GSEA,modules/GSEA_module.R,onFlushed,476,post-flush scheduling,Direct: callback arguments/captured state; transitive: callback body and invoked restore helpers,Callback body must use isolate() or approved restore callback runner for reactive reads,Local tryCatch/approved callback runner where present; otherwise Shiny/later logs error,Restore generation/job token where owned; otherwise latest state/session lifetime,No-op when stale; caught failures log/settle the restore job; uncaught failures abort that callback,1,reviewed raw boundary,documented captured-values-only implementation,no,yes
modules/Grid_module.R::later::1,Grid,modules/Grid_module.R,later,240,later event-loop timer,Direct: callback arguments/captured state; transitive: callback body and invoked restore helpers,Callback body must use isolate() or approved restore callback runner for reactive reads,Local tryCatch/approved callback runner where present; otherwise Shiny/later logs error,Restore generation/job token where owned; otherwise latest state/session lifetime,No-op when stale; caught failures log/settle the restore job; uncaught failures abort that callback,1,reviewed raw boundary,documented captured-values-only implementation,no,yes
modules/Grid_module.R::onFlushed::1,Grid,modules/Grid_module.R,onFlushed,260,post-flush scheduling,Direct: callback arguments/captured state; transitive: callback body and invoked restore helpers,Callback body must use isolate() or approved restore callback runner for reactive reads,Local tryCatch/approved callback runner where present; otherwise Shiny/later logs error,Restore generation/job token where owned; otherwise latest state/session lifetime,No-op when stale; caught failures log/settle the restore job; uncaught failures abort that callback,1,reviewed raw boundary,documented captured-values-only implementation,no,yes
modules/Grid_module.R::debounce::1,Grid,modules/Grid_module.R,debounce,732,source reactive changes after coalescing interval,Direct: source reactive; transitive: source input/state dependencies,Reactive consumer by construction,Shiny reactive error propagation,Latest debounced/throttled source value,Consumer invalidates/errors without imperative replay,2,reviewed raw boundary,not applicable: reactive consumer,yes,no
modules/Grid_module.R::on.exit finalizer::1,Grid,modules/Grid_module.R,on.exit finalizer,877,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Grid_module.R::cleanup registration::1,Grid,modules/Grid_module.R,cleanup registration,905,central cleanup or session termination,Direct: captured module state/resources; transitive: registered module cleanup,Imperative teardown; reactive reads must be isolated by callback owner,Central cleanup manager catches and logs module errors,Cleanup manager exactly-once flag/session lifetime,Logs failure and continues remaining cleanup callbacks,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Heatmap/Heatmap_download.R::tryCatch finally::1,Heatmap,modules/Heatmap/Heatmap_download.R,tryCatch finally,335,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Heatmap/Heatmap_download.R::tryCatch finally::2,Heatmap,modules/Heatmap/Heatmap_download.R,tryCatch finally,344,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Heatmap/Heatmap_observers_plot_lifecycle.R::debounce::1,Heatmap,modules/Heatmap/Heatmap_observers_plot_lifecycle.R,debounce,730,source reactive changes after coalescing interval,Direct: source reactive; transitive: source input/state dependencies,Reactive consumer by construction,Shiny reactive error propagation,Latest debounced/throttled source value,Consumer invalidates/errors without imperative replay,2,reviewed raw boundary,not applicable: reactive consumer,yes,no
modules/Heatmap/Heatmap_observers_plot_lifecycle.R::debounce::2,Heatmap,modules/Heatmap/Heatmap_observers_plot_lifecycle.R,debounce,735,source reactive changes after coalescing interval,Direct: source reactive; transitive: source input/state dependencies,Reactive consumer by construction,Shiny reactive error propagation,Latest debounced/throttled source value,Consumer invalidates/errors without imperative replay,2,reviewed raw boundary,not applicable: reactive consumer,yes,no
modules/Heatmap/Heatmap_observers_plot_lifecycle.R::debounce::3,Heatmap,modules/Heatmap/Heatmap_observers_plot_lifecycle.R,debounce,745,source reactive changes after coalescing interval,Direct: source reactive; transitive: source input/state dependencies,Reactive consumer by construction,Shiny reactive error propagation,Latest debounced/throttled source value,Consumer invalidates/errors without imperative replay,2,reviewed raw boundary,not applicable: reactive consumer,yes,no
modules/Heatmap/Heatmap_observers_plot_lifecycle.R::debounce::4,Heatmap,modules/Heatmap/Heatmap_observers_plot_lifecycle.R,debounce,750,source reactive changes after coalescing interval,Direct: source reactive; transitive: source input/state dependencies,Reactive consumer by construction,Shiny reactive error propagation,Latest debounced/throttled source value,Consumer invalidates/errors without imperative replay,2,reviewed raw boundary,not applicable: reactive consumer,yes,no
modules/Heatmap/Heatmap_observers_restore.R::onFlushed::1,Heatmap,modules/Heatmap/Heatmap_observers_restore.R,onFlushed,524,post-flush Heatmap replay/render scheduling,"Direct: captured label/function and plain-environment heatmap_state; transitive: reactiveVal/reactive, rv, and input reads in replay/render helpers",Raw callback invokes .run_session_restore_callback; common runner isolates all actual reactive reads; heatmap_state is non-reactive,"Common restore runner catches, classifies, logs, and settles callback failures",Captured session restore generation checked by common runner before invocation,Stale callbacks no-op; failures settle the Heatmap replay/render registry job,1,reviewed raw boundary,shared restore callback runner,no,yes
modules/Heatmap/Heatmap_rendering.R::on.exit finalizer::1,Heatmap,modules/Heatmap/Heatmap_rendering.R,on.exit finalizer,834,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Heatmap/Heatmap_rendering.R::on.exit finalizer::2,Heatmap,modules/Heatmap/Heatmap_rendering.R,on.exit finalizer,1348,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Heatmap/Heatmap_rendering.R::on.exit finalizer::3,Heatmap,modules/Heatmap/Heatmap_rendering.R,on.exit finalizer,1416,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Heatmap/Heatmap_rendering.R::on.exit finalizer::4,Heatmap,modules/Heatmap/Heatmap_rendering.R,on.exit finalizer,1472,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Heatmap/Heatmap_rendering.R::on.exit finalizer::5,Heatmap,modules/Heatmap/Heatmap_rendering.R,on.exit finalizer,1546,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Heatmap/Heatmap_rendering.R::on.exit finalizer::6,Heatmap,modules/Heatmap/Heatmap_rendering.R,on.exit finalizer,1584,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Heatmap/Heatmap_utils.R::on.exit finalizer::1,Heatmap,modules/Heatmap/Heatmap_utils.R,on.exit finalizer,1211,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Heatmap/Heatmap_utils.R::on.exit finalizer::2,Heatmap,modules/Heatmap/Heatmap_utils.R,on.exit finalizer,1252,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/Heatmap_module.R::cleanup registration::1,Heatmap,modules/Heatmap_module.R,cleanup registration,151,central cleanup or session termination,Direct: captured module state/resources; transitive: registered module cleanup,Imperative teardown; reactive reads must be isolated by callback owner,Central cleanup manager catches and logs module errors,Cleanup manager exactly-once flag/session lifetime,Logs failure and continues remaining cleanup callbacks,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/STRING/STRING_server_export_grid.R::on.exit finalizer::1,STRING,modules/STRING/STRING_server_export_grid.R,on.exit finalizer,87,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/STRING/STRING_utils.R::on.exit finalizer::1,STRING,modules/STRING/STRING_utils.R,on.exit finalizer,690,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/STRING/STRING_utils.R::onFlushed::1,STRING,modules/STRING/STRING_utils.R,onFlushed,691,post-flush scheduling,Direct: callback arguments/captured state; transitive: callback body and invoked restore helpers,Callback body must use isolate() or approved restore callback runner for reactive reads,Local tryCatch/approved callback runner where present; otherwise Shiny/later logs error,Restore generation/job token where owned; otherwise latest state/session lifetime,No-op when stale; caught failures log/settle the restore job; uncaught failures abort that callback,1,reviewed raw boundary,documented captured-values-only implementation,no,yes
modules/STRING/STRING_utils.R::on.exit finalizer::2,STRING,modules/STRING/STRING_utils.R,on.exit finalizer,926,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/STRING_module.R::cleanup registration::1,STRING,modules/STRING_module.R,cleanup registration,283,central cleanup or session termination,Direct: captured module state/resources; transitive: registered module cleanup,Imperative teardown; reactive reads must be isolated by callback owner,Central cleanup manager catches and logs module errors,Cleanup manager exactly-once flag/session lifetime,Logs failure and continues remaining cleanup callbacks,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/abundances/abundances_observer.R::debounce::1,abundances,modules/abundances/abundances_observer.R,debounce,441,source reactive changes after coalescing interval,Direct: source reactive; transitive: source input/state dependencies,Reactive consumer by construction,Shiny reactive error propagation,Latest debounced/throttled source value,Consumer invalidates/errors without imperative replay,2,reviewed raw boundary,not applicable: reactive consumer,yes,no
modules/abundances/abundances_observer.R::on.exit finalizer::1,abundances,modules/abundances/abundances_observer.R,on.exit finalizer,568,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/abundances/abundances_observer.R::onFlushed::1,abundances,modules/abundances/abundances_observer.R,onFlushed,624,post-flush scheduling,Direct: callback arguments/captured state; transitive: callback body and invoked restore helpers,Callback body must use isolate() or approved restore callback runner for reactive reads,Local tryCatch/approved callback runner where present; otherwise Shiny/later logs error,Restore generation/job token where owned; otherwise latest state/session lifetime,No-op when stale; caught failures log/settle the restore job; uncaught failures abort that callback,1,reviewed raw boundary,documented captured-values-only implementation,no,yes
modules/abundances/abundances_observer.R::invalidateLater::1,abundances,modules/abundances/abundances_observer.R,invalidateLater,807,timer invalidation armed by the enclosing reactive consumer,Direct: session/timer only; transitive: enclosing observe/render/reactive dependencies,Not isolated: intentionally invalidates its reactive consumer,Shiny reactive-domain handling; local tryCatch where shown,Consumer lifetime/token or restore guard in enclosing observer,Consumer stops polling or reports through its enclosing handler,2,reviewed raw boundary,not applicable: reactive consumer,yes,no
